Order_ID,Customer_Name,Gender,Category,Product,Quantity,Unit_Price,Discount,Order_Date,Sales_Channel,Region,Phone,Product_Name_Duplicate
1029.0,Ali,,Electronics,Laptop,5.0,999.0,,10-26-2024,Wholesale,,-9876543119,Laptop
1030.0,Emily,Male,Furniture,Sofa,4.0,1500.0,5.0,01-25-2025,Online,East,91-9988776655,Sofa
1031.0,Sam,Female, CLOTHING ,Jacket,,199.0,0.0,01-02-2024,,West,9876543210,Jacket
1032.0,Emily,Male,Clothing,Jacket,2.0,999.0,5.0,03-20-2024,Online,North,-9876543119,Jacket
1033.0,Sam,Male,Furniture,Sofa,1.0,499.0,10.0,04-09-2024,Wholesale,,,Sofa
1034.0,Ali,,Furniture,Desk,3.0,1500.0,,02-25-2024,Retail,South,,Desk
1035.0,Chen,Male,Groceries,Apples,,1500.0,,09-26-2024,Retail,North,-9876543119,Apples
1036.0,John,,GROCERIES,Bananas,,499.0,,04-29-2025,Online,West,9876543210,Bananas
1037.0,Asha,,GROCERIES,Rice,4.0,,,03-25-2025,Retail,South,91-9988776655,Rice
1038.0,John,Male, CLOTHING ,Jeans,3.0,499.0,,05-27-2024,,North,-9876543119,Jeans
1039.0,Chen,Female,Electronics,Laptop,,499.0,,07-28-2024,,North,,Laptop
1040.0,Chen,,Groceries,Apples,5.0,999.0,,11-01-2024,,,9876543210,Apples
1041.0,Ahmed,Female,Furniture,Chair,3.0,,15.0,04-27-2025,Wholesale,West,91-9988776655,Chair
1042.0,John,,GROCERIES,Bananas,2.0,,5.0,03-12-2025,Online,,,Bananas
1043.0,Chen,Male,GROCERIES,Rice,,499.0,,10-11-2024,Wholesale,,,Rice
1044.0,Asha,Female,Groceries,Bananas,1.0,999.0,15.0,01-13-2024,Retail,,-9876543119,Bananas
1045.0,Ahmed,Female,Groceries,Rice,,,,09-04-2024,Wholesale,East,,Rice
1046.0,Wei,,electronics,Mobile,3.0,199.0,,04-16-2025,Wholesale,North,9876543210,Mobile
1047.0,Asha,Male,Groceries,Bananas,2.0,1500.0,,12-31-2024,,North,,Bananas
1048.0,Asha,Female,Clothing,Jeans,,,0.0,06-01-2024,Online,East,,Jeans
1049.0,Maria,Male,Electronics,Tablet,5.0,199.0,0.0,06-07-2024,,West,91-9988776655,Tablet
1050.0,Riya,Male,electronics,Laptop,,199.0,15.0,11-03-2024,,West,-9876543119,Laptop
1051.0,Chen,Female,Furniture,Desk,,,5.0,03-22-2024,Wholesale,,-9876543119,Desk
1052.0,Emily,,GROCERIES,Bananas,1.0,999.0,10.0,04-02-2025,Retail,,,Bananas
1053.0,Ahmed,, CLOTHING ,Jeans,4.0,999.0,,04-18-2024,,South,,Jeans
1054.0,Sam,Male, CLOTHING ,Jeans,4.0,,0.0,05-31-2024,,South,91-9988776655,Jeans
1055.0,Ahmed,Male,electronics,Mobile,,499.0,,01-15-2024,Wholesale,,91-9988776655,Mobile
1056.0,Emily,,Groceries,Rice,,999.0,,11-30-2024,Online,South,,Rice
1057.0,Emily,Female,GROCERIES,Bananas,3.0,499.0,5.0,04-22-2024,,South,,Bananas
1058.0,Ahmed,Female,Groceries,Apples,4.0,1500.0,15.0,10-13-2024,Retail,,,Apples
1059.0,Wei,Female,Electronics,Mobile,,499.0,0.0,02-13-2025,Online,West,,Mobile
1060.0,Maria,Male,Groceries,Bananas,4.0,499.0,,12-01-2024,Retail,South,91-9988776655,Bananas
1061.0,Emily,Female,electronics,Mobile,2.0,,,07-20-2024,Wholesale,West,-9876543119,Mobile
1062.0,Chen,Male,electronics,Mobile,2.0,,,10-23-2024,Retail,North,91-9988776655,Mobile
1063.0,Asha,,Groceries,Rice,3.0,999.0,,10-07-2024,,East,-9876543119,Rice
1064.0,Wei,,Electronics,Tablet,4.0,499.0,15.0,01-16-2025,,South,9876543210,Tablet
1065.0,Maria,Male,GROCERIES,Rice,3.0,,,05-01-2025,Online,North,,Rice
1066.0,Asha,Male,Clothing,Jeans,2.0,,,08-17-2024,Retail,East,91-9988776655,Jeans
1067.0,Asha,Male, CLOTHING ,Jacket,,,,02-27-2024,Retail,North,-9876543119,Jacket
1068.0,Emily,,Groceries,Rice,,199.0,15.0,03-21-2024,Retail,South,,Rice
1069.0,Emily,, CLOTHING ,Jacket,2.0,199.0,10.0,04-18-2024,Wholesale,East,9876543210,Jacket
1070.0,John,,Furniture,Sofa,,999.0,,05-02-2024,Online,,-9876543119,Sofa
1071.0,Asha,,GROCERIES,Rice,3.0,499.0,,01-23-2025,Wholesale,East,91-9988776655,Rice
1072.0,Wei,,Groceries,Bananas,5.0,199.0,,05-21-2024,Retail,North,9876543210,Bananas
1073.0,Sam,Male,GROCERIES,Rice,,,15.0,02-27-2025,Online,East,-9876543119,Rice
1074.0,Ali,,Clothing,Jacket,,499.0,10.0,11-09-2024,Wholesale,West,-9876543119,Jacket
1075.0,Riya,,Electronics,Laptop,,499.0,10.0,11-02-2024,Online,East,,Laptop
1076.0,Maria,,Electronics,Laptop,1.0,1500.0,0.0,03-13-2025,Wholesale,East,,Laptop
1077.0,Ali,Female,Groceries,Apples,1.0,199.0,0.0,03-01-2025,Wholesale,East,,Apples
1078.0,Emily,,Furniture,Chair,1.0,1500.0,0.0,02-16-2024,,East,9876543210,Chair
1079.0,Maria,Male,Groceries,Bananas,1.0,999.0,5.0,02-20-2024,Retail,South,9876543210,Bananas
1080.0,Ahmed,Male, CLOTHING ,Shirt,5.0,499.0,,01-22-2025,,West,,Shirt
1081.0,Asha,,Groceries,Apples,,,,02-15-2025,,North,91-9988776655,Apples
1082.0,Ali,Male,Furniture,Desk,,999.0,,02-27-2024,Retail,North,-9876543119,Desk
1083.0,Emily,Female,Groceries,Rice,4.0,,0.0,09-18-2024,Retail,East,-9876543119,Rice
1084.0,Maria,Female,electronics,Laptop,2.0,,5.0,03-28-2024,Wholesale,East,,Laptop
1085.0,John,Male, CLOTHING ,Shirt,4.0,999.0,,10-29-2024,Retail,East,,Shirt
1086.0,Chen,Female,Clothing,Shirt,3.0,1500.0,5.0,01-28-2025,Wholesale,East,,Shirt
1087.0,Ali,Male,electronics,Mobile,3.0,199.0,,12-10-2024,Retail,,91-9988776655,Mobile
1088.0,Chen,,Electronics,Tablet,,,,02-22-2025,Wholesale,North,9876543210,Tablet
1089.0,Asha,,electronics,Tablet,1.0,,0.0,12-31-2024,Wholesale,North,91-9988776655,Tablet
1090.0,Asha,Male,Furniture,Desk,,1500.0,0.0,12-27-2024,Retail,East,,Desk
1091.0,Maria,,GROCERIES,Rice,2.0,999.0,10.0,08-03-2024,,East,,Rice
1092.0,Ahmed,Female,Groceries,Apples,4.0,499.0,5.0,07-24-2024,Wholesale,North,-9876543119,Apples
1093.0,Ali,Male,Electronics,Laptop,1.0,199.0,,09-26-2024,,,91-9988776655,Laptop
1094.0,Chen,,electronics,Mobile,,999.0,,02-13-2025,Online,West,,Mobile
1095.0,Emily,Male,Clothing,Jeans,2.0,999.0,0.0,07-17-2024,Online,North,9876543210,Jeans
1096.0,Ali,Female,electronics,Tablet,1.0,999.0,0.0,03-26-2024,Retail,West,,Tablet
1097.0,Asha,Male,Electronics,Mobile,2.0,499.0,10.0,02-26-2025,Online,North,9876543210,Mobile
1098.0,Ahmed,Male,electronics,Tablet,,1500.0,5.0,10-24-2024,Wholesale,East,91-9988776655,Tablet
1099.0,Sam,Male,Groceries,Rice,1.0,,5.0,11-18-2024,Retail,South,9876543210,Rice
1100.0,Asha,,GROCERIES,Rice,,1500.0,,11-20-2024,Retail,East,,Rice
1101.0,Sam,Female,electronics,Mobile,,,5.0,02-06-2024,Retail,North,9876543210,Mobile
1102.0,Ali,,Groceries,Apples,1.0,199.0,0.0,01-16-2024,Retail,East,91-9988776655,Apples
1103.0,Chen,,GROCERIES,Apples,1.0,,0.0,04-18-2024,Retail,,,Apples
1104.0,Asha,Male,Clothing,Jacket,1.0,999.0,,07-20-2024,,North,91-9988776655,Jacket
1105.0,Asha,Male,GROCERIES,Rice,,,,01-28-2024,,West,,Rice
1106.0,Riya,Male, CLOTHING ,Jeans,3.0,,,03-06-2025,Retail,South,-9876543119,Jeans
1107.0,Wei,Male,Electronics,Mobile,4.0,,10.0,04-10-2025,,North,,Mobile
1108.0,Sam,Male,Electronics,Laptop,,199.0,15.0,12-23-2024,,,,Laptop
1109.0,Asha,Female,Furniture,Desk,3.0,199.0,0.0,10-15-2024,Wholesale,East,91-9988776655,Desk
1110.0,Asha,,Clothing,Shirt,1.0,999.0,5.0,07-05-2024,Wholesale,North,-9876543119,Shirt
1111.0,Sam,Male,GROCERIES,Apples,5.0,,5.0,02-13-2024,Online,West,,Apples
1112.0,Sam,Male,Groceries,Bananas,3.0,,15.0,07-08-2024,,,-9876543119,Bananas
1113.0,Ahmed,Female,Clothing,Shirt,1.0,,,12-28-2024,Online,West,,Shirt
1114.0,Sam,Male,GROCERIES,Bananas,2.0,999.0,0.0,02-23-2024,Wholesale,South,,Bananas
1115.0,Riya,Female,Groceries,Apples,4.0,,10.0,04-13-2025,Online,,-9876543119,Apples
1116.0,Maria,Male, CLOTHING ,Shirt,,,,02-23-2024,Online,South,-9876543119,Shirt
1117.0,Wei,Male, CLOTHING ,Jeans,2.0,999.0,10.0,02-17-2025,Wholesale,West,9876543210,Jeans
1118.0,Sam,Male,Electronics,Laptop,2.0,1500.0,15.0,04-24-2025,Wholesale,South,,Laptop
1119.0,Ali,Female, CLOTHING ,Jacket,,499.0,10.0,09-19-2024,,,-9876543119,Jacket
1120.0,Emily,Female,Clothing,Jacket,4.0,,0.0,04-10-2024,Wholesale,,9876543210,Jacket
1121.0,Ahmed,Female,Furniture,Chair,5.0,199.0,0.0,12-28-2024,Online,,-9876543119,Chair
1122.0,Sam,Female,GROCERIES,Apples,4.0,199.0,0.0,01-23-2025,,West,-9876543119,Apples
1123.0,Ali,Female,Clothing,Shirt,,,15.0,04-26-2025,Wholesale,North,91-9988776655,Shirt
1124.0,John,Male,Groceries,Apples,2.0,499.0,0.0,05-15-2025,Online,North,9876543210,Apples
1125.0,Ahmed,Male,electronics,Laptop,2.0,999.0,0.0,08-18-2024,Retail,,9876543210,Laptop
1126.0,John,, CLOTHING ,Jeans,1.0,499.0,15.0,01-16-2024,Retail,North,91-9988776655,Jeans
1127.0,Asha,Female,Electronics,Tablet,1.0,199.0,5.0,02-20-2024,Wholesale,South,,Tablet
1128.0,Ali,, CLOTHING ,Shirt,4.0,199.0,,10-02-2024,Retail,West,9876543210,Shirt
1129.0,John,Female,Groceries,Rice,4.0,,15.0,04-28-2024,Retail,North,,Rice
1130.0,Riya,Female, CLOTHING ,Jacket,5.0,499.0,0.0,10-31-2024,Wholesale,East,,Jacket
1131.0,Chen,Male,GROCERIES,Apples,2.0,199.0,,10-25-2024,Wholesale,West,,Apples
1132.0,John,Female,electronics,Tablet,,,,05-01-2025,,West,,Tablet
1133.0,John,Male, CLOTHING ,Jeans,4.0,1500.0,,04-18-2024,Online,South,9876543210,Jeans
1134.0,Emily,Male,Groceries,Bananas,,999.0,15.0,04-18-2025,Online,East,-9876543119,Bananas
1135.0,Ali,Female,electronics,Laptop,2.0,,,05-09-2025,Online,,,Laptop
1136.0,Sam,,electronics,Laptop,3.0,999.0,5.0,09-20-2024,Retail,East,9876543210,Laptop
1137.0,John,Female,electronics,Mobile,3.0,1500.0,10.0,03-21-2025,,,,Mobile
1138.0,Ahmed,Female,Furniture,Desk,3.0,,10.0,10-24-2024,Wholesale,,,Desk
1139.0,Emily,,Electronics,Mobile,,999.0,10.0,11-21-2024,Online,West,-9876543119,Mobile
1140.0,Ali,Male,Clothing,Jeans,4.0,,0.0,02-24-2025,Wholesale,North,,Jeans
1141.0,Riya,Male, CLOTHING ,Shirt,1.0,,15.0,12-16-2024,Online,South,,Shirt
1142.0,Ali,Female,Furniture,Desk,1.0,999.0,,11-16-2024,Wholesale,,,Desk
1143.0,Ali,,electronics,Laptop,3.0,999.0,10.0,05-14-2025,Retail,South,91-9988776655,Laptop
1144.0,Maria,,GROCERIES,Apples,,199.0,0.0,04-11-2025,,South,9876543210,Apples
1145.0,Maria,Female,electronics,Laptop,5.0,1500.0,15.0,09-23-2024,Retail,East,,Laptop
1146.0,Sam,Male,GROCERIES,Bananas,,199.0,0.0,01-25-2025,Retail,East,9876543210,Bananas
1147.0,Ali,, CLOTHING ,Jacket,5.0,,,01-27-2025,Retail,North,9876543210,Jacket
1148.0,Asha,,Furniture,Chair,,199.0,5.0,02-27-2024,,North,,Chair
1149.0,Ali,,GROCERIES,Apples,,499.0,5.0,05-03-2025,Online,South,9876543210,Apples
1150.0,Maria,,Furniture,Sofa,1.0,,15.0,04-09-2024,Retail,East,-9876543119,Sofa
1151.0,Asha,,Clothing,Shirt,3.0,499.0,,12-08-2024,Online,South,91-9988776655,Shirt
1152.0,Sam,Male,Clothing,Jeans,2.0,499.0,,04-29-2025,Online,East,9876543210,Jeans
1153.0,Wei,,GROCERIES,Rice,4.0,1500.0,0.0,05-18-2024,,North,9876543210,Rice
1154.0,Emily,Female,Clothing,Shirt,5.0,,,04-27-2024,Retail,,91-9988776655,Shirt
1155.0,Asha,,Groceries,Rice,1.0,499.0,10.0,03-05-2024,Online,South,-9876543119,Rice
1156.0,Ali,,Clothing,Shirt,4.0,1500.0,15.0,07-16-2024,Wholesale,South,91-9988776655,Shirt
1157.0,Emily,,Clothing,Jacket,1.0,199.0,0.0,09-12-2024,Retail,South,91-9988776655,Jacket
1158.0,Maria,Male,electronics,Tablet,,999.0,10.0,03-30-2024,,East,,Tablet
1159.0,Wei,Female,Clothing,Jeans,1.0,1500.0,15.0,11-29-2024,Retail,South,,Jeans
1160.0,Ali,,electronics,Mobile,3.0,1500.0,10.0,09-24-2024,Retail,West,91-9988776655,Mobile
1161.0,Sam,Male,Groceries,Bananas,3.0,499.0,,10-06-2024,,West,91-9988776655,Bananas
1162.0,Maria,Female, CLOTHING ,Shirt,2.0,,15.0,07-06-2024,Online,East,,Shirt
1163.0,Sam,Female,Furniture,Sofa,3.0,499.0,5.0,03-02-2024,Online,South,,Sofa
1164.0,Chen,Male,Electronics,Laptop,,199.0,10.0,09-08-2024,,South,,Laptop
1165.0,Chen,Male,Clothing,Jeans,1.0,499.0,5.0,05-30-2024,Wholesale,South,,Jeans
1166.0,Asha,Male, CLOTHING ,Jacket,5.0,199.0,10.0,04-07-2025,Wholesale,West,9876543210,Jacket
1167.0,Chen,,Groceries,Bananas,2.0,,5.0,05-27-2024,,,91-9988776655,Bananas
1168.0,Chen,,Electronics,Laptop,,499.0,,01-05-2025,,North,,Laptop
1169.0,Sam,Female,Groceries,Rice,4.0,999.0,5.0,04-24-2025,,West,-9876543119,Rice
1170.0,Emily,Male,GROCERIES,Bananas,1.0,499.0,15.0,04-21-2025,Online,North,,Bananas
1171.0,Ahmed,Male,Electronics,Mobile,2.0,199.0,,01-09-2025,,East,91-9988776655,Mobile
1172.0,Wei,,GROCERIES,Rice,4.0,999.0,,08-30-2024,Online,West,9876543210,Rice
1173.0,Chen,Female,Clothing,Jacket,2.0,999.0,10.0,03-25-2024,Retail,North,9876543210,Jacket
1174.0,Riya,,Electronics,Tablet,,999.0,10.0,12-28-2024,Retail,South,91-9988776655,Tablet
1175.0,Ahmed,Female,GROCERIES,Bananas,5.0,1500.0,,05-06-2025,Retail,East,,Bananas
1176.0,Chen,Male,GROCERIES,Apples,2.0,,0.0,05-01-2025,Wholesale,,,Apples
1177.0,Maria,,electronics,Laptop,2.0,499.0,,01-08-2025,Retail,West,,Laptop
1178.0,Ahmed,Male, CLOTHING ,Jeans,5.0,499.0,15.0,01-28-2024,,South,,Jeans
1179.0,Chen,Male,electronics,Tablet,1.0,,5.0,08-30-2024,Online,East,,Tablet
1180.0,John,Male,Furniture,Chair,,1500.0,15.0,06-03-2024,,South,91-9988776655,Chair
1181.0,Maria,,Furniture,Chair,4.0,,10.0,06-09-2024,Online,South,,Chair
1182.0,Riya,Male,Furniture,Sofa,,999.0,,03-26-2024,Wholesale,North,91-9988776655,Sofa
1183.0,John,,Furniture,Chair,,,0.0,03-26-2024,,North,-9876543119,Chair
1184.0,Maria,Male,electronics,Laptop,,,5.0,09-27-2024,,,-9876543119,Laptop
1185.0,Chen,Male,GROCERIES,Apples,1.0,199.0,5.0,05-03-2024,Wholesale,West,,Apples
1186.0,Ahmed,,Electronics,Laptop,4.0,199.0,10.0,07-14-2024,Online,South,,Laptop
1187.0,Ahmed,Male,Furniture,Chair,,499.0,0.0,03-28-2024,,North,,Chair
1188.0,Asha,Male,Groceries,Bananas,5.0,199.0,,07-11-2024,,South,9876543210,Bananas
1189.0,Emily,, CLOTHING ,Shirt,,999.0,0.0,04-20-2024,Retail,,9876543210,Shirt
1190.0,Maria,Female,Furniture,Chair,,499.0,10.0,02-13-2025,Retail,,,Chair
1191.0,Asha,Male,GROCERIES,Rice,3.0,199.0,15.0,10-21-2024,Retail,North,,Rice
1192.0,Maria,, CLOTHING ,Jacket,,1500.0,15.0,01-29-2024,Wholesale,East,-9876543119,Jacket
1193.0,Wei,Female,GROCERIES,Bananas,4.0,999.0,,02-14-2024,Retail,North,9876543210,Bananas
1194.0,Ali,Female,GROCERIES,Apples,3.0,1500.0,0.0,07-18-2024,,East,-9876543119,Apples
1195.0,Ahmed,Male,Furniture,Chair,5.0,,15.0,12-28-2024,,East,91-9988776655,Chair
1196.0,Ahmed,Male,electronics,Mobile,4.0,,15.0,12-15-2024,,West,-9876543119,Mobile
1197.0,Chen,, CLOTHING ,Jacket,,,,09-03-2024,Wholesale,East,9876543210,Jacket
1198.0,John,,electronics,Tablet,,199.0,0.0,10-16-2024,Retail,East,-9876543119,Tablet
1199.0,John,Male,GROCERIES,Bananas,,,5.0,11-20-2024,Retail,East,,Bananas
1200.0,Emily,,Electronics,Tablet,1.0,499.0,5.0,05-15-2024,,East,,Tablet
1201.0,Emily,,GROCERIES,Bananas,4.0,499.0,,01-11-2024,Retail,West,9876543210,Bananas
1202.0,Asha,Male,Electronics,Tablet,3.0,,15.0,11-28-2024,,South,-9876543119,Tablet
1203.0,Emily,Female,Groceries,Apples,1.0,199.0,,01-15-2024,Wholesale,West,,Apples
1204.0,Sam,Female,electronics,Tablet,5.0,,0.0,09-11-2024,,West,91-9988776655,Tablet
1205.0,John,Male,Groceries,Bananas,,1500.0,10.0,10-10-2024,Retail,West,9876543210,Bananas
1206.0,Emily,Female,Furniture,Sofa,5.0,199.0,0.0,02-20-2024,,North,,Sofa
1207.0,Chen,,GROCERIES,Apples,3.0,,,08-11-2024,Retail,South,-9876543119,Apples
1208.0,John,Male, CLOTHING ,Jacket,5.0,499.0,,08-14-2024,,West,9876543210,Jacket
1209.0,Ali,Female, CLOTHING ,Jeans,5.0,499.0,10.0,05-02-2024,Wholesale,North,9876543210,Jeans
1210.0,Chen,Male,electronics,Laptop,,199.0,,06-05-2024,,West,9876543210,Laptop
1211.0,Maria,Male,electronics,Mobile,1.0,499.0,0.0,04-02-2025,Retail,West,,Mobile
1212.0,John,Male,Furniture,Chair,4.0,,,01-19-2025,Retail,,,Chair
1213.0,Maria,Female,Groceries,Bananas,,999.0,15.0,11-30-2024,Retail,North,91-9988776655,Bananas
1214.0,Emily,,Furniture,Sofa,,,5.0,01-07-2024,Retail,,,Sofa
1215.0,Emily,Male, CLOTHING ,Jacket,3.0,199.0,10.0,04-05-2025,Retail,,-9876543119,Jacket
1216.0,Emily,Male,Clothing,Jeans,,499.0,15.0,01-04-2024,Wholesale,West,-9876543119,Jeans
1217.0,John,Male,Clothing,Jacket,,,10.0,03-26-2024,Wholesale,West,,Jacket
1218.0,Riya,,GROCERIES,Bananas,5.0,499.0,0.0,04-12-2024,Online,East,-9876543119,Bananas
1219.0,Asha,Female, CLOTHING ,Jeans,,1500.0,15.0,01-17-2025,Wholesale,East,91-9988776655,Jeans
1220.0,Emily,Female,GROCERIES,Apples,,499.0,5.0,01-18-2025,Retail,South,-9876543119,Apples
1221.0,Emily,Female,Furniture,Desk,,999.0,0.0,12-14-2024,Online,East,,Desk
1222.0,Ahmed,,Groceries,Rice,3.0,,0.0,04-02-2024,,West,91-9988776655,Rice
1223.0,Ahmed,,Electronics,Mobile,2.0,499.0,,02-27-2024,Wholesale,North,-9876543119,Mobile
1224.0,John,,Furniture,Chair,5.0,499.0,0.0,05-28-2024,Online,,9876543210,Chair
1225.0,Riya,Female, CLOTHING ,Jeans,1.0,,,03-17-2024,,West,,Jeans
1226.0,Wei,Female,electronics,Tablet,,,,01-10-2025,Wholesale,South,,Tablet
1227.0,Ahmed,Male,Groceries,Apples,,1500.0,,05-10-2025,,,,Apples
1228.0,Riya,Female,GROCERIES,Bananas,1.0,1500.0,,08-10-2024,,South,,Bananas
1229.0,Chen,Male,Groceries,Rice,3.0,499.0,,02-21-2025,Retail,South,,Rice
1230.0,Sam,Female,electronics,Laptop,3.0,1500.0,15.0,07-31-2024,Online,South,91-9988776655,Laptop
1231.0,Emily,,Electronics,Laptop,,999.0,5.0,09-14-2024,,East,,Laptop
1232.0,Sam,Male,electronics,Mobile,2.0,,0.0,01-09-2024,Wholesale,North,,Mobile
1233.0,John,Male,GROCERIES,Bananas,5.0,1500.0,15.0,03-09-2024,Wholesale,,9876543210,Bananas
1234.0,Asha,Male,GROCERIES,Bananas,,999.0,,07-17-2024,Retail,West,9876543210,Bananas
1235.0,John,Male, CLOTHING ,Jeans,2.0,,10.0,06-18-2024,Online,West,-9876543119,Jeans
1236.0,Maria,,GROCERIES,Rice,2.0,1500.0,15.0,09-24-2024,Wholesale,South,91-9988776655,Rice
1237.0,Ali,Female,electronics,Tablet,3.0,499.0,5.0,01-31-2024,Retail,East,-9876543119,Tablet
1238.0,Chen,Male,Groceries,Rice,,199.0,,02-22-2025,Retail,West,-9876543119,Rice
1239.0,Maria,Male,Groceries,Apples,4.0,,15.0,06-19-2024,Online,North,,Apples
1240.0,Wei,,Furniture,Chair,1.0,1500.0,10.0,05-05-2024,Online,,,Chair
1241.0,Sam,,Electronics,Tablet,5.0,999.0,0.0,01-12-2025,Retail,North,91-9988776655,Tablet
1242.0,Ahmed,Female,Furniture,Chair,5.0,999.0,15.0,03-05-2024,Wholesale,West,,Chair
1243.0,Sam,Male,Electronics,Laptop,,,,02-25-2025,Wholesale,,9876543210,Laptop
1244.0,Ali,Female,Electronics,Laptop,,,,02-10-2025,,,91-9988776655,Laptop
1245.0,Chen,,Groceries,Apples,4.0,1500.0,10.0,05-21-2024,,East,,Apples
1246.0,John,Female, CLOTHING ,Jacket,3.0,,0.0,08-24-2024,Retail,North,,Jacket
1247.0,John,Female,Clothing,Jacket,1.0,199.0,0.0,04-27-2025,Wholesale,,91-9988776655,Jacket
1248.0,John,Male,Electronics,Laptop,5.0,199.0,15.0,06-12-2024,Online,South,91-9988776655,Laptop
1249.0,Asha,,GROCERIES,Rice,5.0,199.0,10.0,11-24-2024,Retail,South,,Rice
1250.0,John,Female,Furniture,Desk,,,15.0,04-01-2025,Online,North,9876543210,Desk
1251.0,Riya,Male,Electronics,Laptop,2.0,999.0,,02-15-2025,Wholesale,,,Laptop
1252.0,Asha,Male,GROCERIES,Bananas,,999.0,10.0,05-04-2025,Wholesale,North,-9876543119,Bananas
1253.0,Emily,,GROCERIES,Bananas,3.0,499.0,0.0,05-17-2024,Retail,West,9876543210,Bananas
1254.0,Riya,,Clothing,Jeans,3.0,1500.0,,01-01-2024,Wholesale,South,,Jeans
1255.0,John,Male,Furniture,Desk,,999.0,,02-18-2024,Wholesale,South,91-9988776655,Desk
1256.0,Wei,,Furniture,Desk,2.0,1500.0,5.0,03-09-2025,Online,,91-9988776655,Desk
1257.0,Emily,Male,Groceries,Rice,5.0,199.0,,08-15-2024,,,-9876543119,Rice
1258.0,Ahmed,Male,Clothing,Shirt,,999.0,15.0,03-23-2024,Online,North,,Shirt
1259.0,Maria,Female, CLOTHING ,Jeans,4.0,999.0,15.0,07-05-2024,Wholesale,North,-9876543119,Jeans
1260.0,Riya,Male, CLOTHING ,Jeans,3.0,199.0,5.0,01-07-2025,Online,South,,Jeans
1261.0,Asha,Male,Electronics,Tablet,,1500.0,10.0,02-26-2025,Retail,East,,Tablet
1262.0,Wei,,GROCERIES,Bananas,1.0,,0.0,05-07-2025,,North,,Bananas
1263.0,Ahmed,Male,electronics,Laptop,5.0,199.0,,03-13-2025,Retail,South,,Laptop
1264.0,Ahmed,Male, CLOTHING ,Jacket,5.0,,5.0,10-21-2024,,West,,Jacket
1265.0,Sam,Female,Furniture,Sofa,,499.0,15.0,04-14-2024,Online,,91-9988776655,Sofa
1266.0,John,,electronics,Tablet,3.0,1500.0,,06-16-2024,Retail,South,-9876543119,Tablet
