Order_ID,Customer_Name,Gender,Category,Product,Quantity,Unit_Price,Discount,Order_Date,Sales_Channel,Region,Phone
1021.0,Ali,Male,Groceries,Rice,4.0,999.0,10.0,2024-02-11,Online,North,9876543210
1022.0,John,Male,Electronics,Laptop,5.0,199.0,10.0,2024-03-26,Online,East,9876543210
1023.0,Wei,Female,Clothing,Jacket,4.0,1500.0,0.0,2024-10-30,Online,East,Unknown
1024.0,Wei,Unknown,Furniture,Desk,3.0,499.0,10.0,2024-10-31,Online,South,9876543210
1025.0,Chen,Male,Clothing,Shirt,2.0,199.0,10.0,2024-12-26,Online,Unknown,919988776655
1026.0,Wei,Male,Clothing,Shirt,1.0,999.0,10.0,2025-03-30,Wholesale,West,9876543119
1027.0,Chen,Female,Clothing,Shirt,3.0,499.0,15.0,2025-04-15,Unknown,East,Unknown
1028.0,John,Unknown,Clothing,Shirt,3.0,499.0,10.0,2024-12-29,Unknown,Unknown,9876543119
1029.0,Ali,Unknown,Electronics,Laptop,5.0,999.0,10.0,2024-10-26,Wholesale,Unknown,9876543119
1030.0,Emily,Male,Furniture,Sofa,4.0,1500.0,5.0,2025-01-25,Online,East,919988776655
1031.0,Sam,Female,Clothing,Jacket,3.0,199.0,0.0,2024-01-02,Unknown,West,9876543210
1032.0,Emily,Male,Clothing,Jacket,2.0,999.0,5.0,2024-03-20,Online,North,9876543119
1033.0,Sam,Male,Furniture,Sofa,1.0,499.0,10.0,2024-04-09,Wholesale,Unknown,Unknown
1034.0,Ali,Unknown,Furniture,Desk,3.0,1500.0,10.0,2024-02-25,Retail,South,Unknown
1035.0,Chen,Male,Groceries,Apples,3.0,1500.0,10.0,2024-09-26,Retail,North,9876543119
1036.0,John,Unknown,Groceries,Bananas,3.0,499.0,10.0,2025-04-29,Online,West,9876543210
1037.0,Asha,Unknown,Groceries,Rice,4.0,499.0,10.0,2025-03-25,Retail,South,919988776655
1038.0,John,Male,Clothing,Jeans,3.0,499.0,10.0,2024-05-27,Unknown,North,9876543119
1039.0,Chen,Female,Electronics,Laptop,3.0,499.0,10.0,2024-07-28,Unknown,North,Unknown
1040.0,Chen,Unknown,Groceries,Apples,5.0,999.0,10.0,2024-11-01,Unknown,Unknown,9876543210
1041.0,Ahmed,Female,Furniture,Chair,3.0,499.0,15.0,2025-04-27,Wholesale,West,919988776655
1042.0,John,Unknown,Groceries,Bananas,2.0,499.0,5.0,2025-03-12,Online,Unknown,Unknown
1043.0,Chen,Male,Groceries,Rice,3.0,499.0,10.0,2024-10-11,Wholesale,Unknown,Unknown
1044.0,Asha,Female,Groceries,Bananas,1.0,999.0,15.0,2024-01-13,Retail,Unknown,9876543119
1045.0,Ahmed,Female,Groceries,Rice,3.0,499.0,10.0,2024-09-04,Wholesale,East,Unknown
1046.0,Wei,Unknown,Electronics,Mobile,3.0,199.0,10.0,2025-04-16,Wholesale,North,9876543210
1047.0,Asha,Male,Groceries,Bananas,2.0,1500.0,10.0,2024-12-31,Unknown,North,Unknown
1048.0,Asha,Female,Clothing,Jeans,3.0,499.0,0.0,2024-06-01,Online,East,Unknown
1049.0,Maria,Male,Electronics,Tablet,5.0,199.0,0.0,2024-06-07,Unknown,West,919988776655
1050.0,Riya,Male,Electronics,Laptop,3.0,199.0,15.0,2024-11-03,Unknown,West,9876543119
1051.0,Chen,Female,Furniture,Desk,3.0,499.0,5.0,2024-03-22,Wholesale,Unknown,9876543119
1052.0,Emily,Unknown,Groceries,Bananas,1.0,999.0,10.0,2025-04-02,Retail,Unknown,Unknown
1053.0,Ahmed,Unknown,Clothing,Jeans,4.0,999.0,10.0,2024-04-18,Unknown,South,Unknown
1054.0,Sam,Male,Clothing,Jeans,4.0,499.0,0.0,2024-05-31,Unknown,South,919988776655
1055.0,Ahmed,Male,Electronics,Mobile,3.0,499.0,10.0,2024-01-15,Wholesale,Unknown,919988776655
1056.0,Emily,Unknown,Groceries,Rice,3.0,999.0,10.0,2024-11-30,Online,South,Unknown
1057.0,Emily,Female,Groceries,Bananas,3.0,499.0,5.0,2024-04-22,Unknown,South,Unknown
1058.0,Ahmed,Female,Groceries,Apples,4.0,1500.0,15.0,2024-10-13,Retail,Unknown,Unknown
1059.0,Wei,Female,Electronics,Mobile,3.0,499.0,0.0,2025-02-13,Online,West,Unknown
1060.0,Maria,Male,Groceries,Bananas,4.0,499.0,10.0,2024-12-01,Retail,South,919988776655
1061.0,Emily,Female,Electronics,Mobile,2.0,499.0,10.0,2024-07-20,Wholesale,West,9876543119
1062.0,Chen,Male,Electronics,Mobile,2.0,499.0,10.0,2024-10-23,Retail,North,919988776655
1063.0,Asha,Unknown,Groceries,Rice,3.0,999.0,10.0,2024-10-07,Unknown,East,9876543119
1064.0,Wei,Unknown,Electronics,Tablet,4.0,499.0,15.0,2025-01-16,Unknown,South,9876543210
1065.0,Maria,Male,Groceries,Rice,3.0,499.0,10.0,2025-05-01,Online,North,Unknown
1066.0,Asha,Male,Clothing,Jeans,2.0,499.0,10.0,2024-08-17,Retail,East,919988776655
1067.0,Asha,Male,Clothing,Jacket,3.0,499.0,10.0,2024-02-27,Retail,North,9876543119
1068.0,Emily,Unknown,Groceries,Rice,3.0,199.0,15.0,2024-03-21,Retail,South,Unknown
1069.0,Emily,Unknown,Clothing,Jacket,2.0,199.0,10.0,2024-04-18,Wholesale,East,9876543210
1070.0,John,Unknown,Furniture,Sofa,3.0,999.0,10.0,2024-05-02,Online,Unknown,9876543119
1071.0,Asha,Unknown,Groceries,Rice,3.0,499.0,10.0,2025-01-23,Wholesale,East,919988776655
1072.0,Wei,Unknown,Groceries,Bananas,5.0,199.0,10.0,2024-05-21,Retail,North,9876543210
1073.0,Sam,Male,Groceries,Rice,3.0,499.0,15.0,2025-02-27,Online,East,9876543119
1074.0,Ali,Unknown,Clothing,Jacket,3.0,499.0,10.0,2024-11-09,Wholesale,West,9876543119
1075.0,Riya,Unknown,Electronics,Laptop,3.0,499.0,10.0,2024-11-02,Online,East,Unknown
1076.0,Maria,Unknown,Electronics,Laptop,1.0,1500.0,0.0,2025-03-13,Wholesale,East,Unknown
1077.0,Ali,Female,Groceries,Apples,1.0,199.0,0.0,2025-03-01,Wholesale,East,Unknown
1078.0,Emily,Unknown,Furniture,Chair,1.0,1500.0,0.0,2024-02-16,Unknown,East,9876543210
1079.0,Maria,Male,Groceries,Bananas,1.0,999.0,5.0,2024-02-20,Retail,South,9876543210
1080.0,Ahmed,Male,Clothing,Shirt,5.0,499.0,10.0,2025-01-22,Unknown,West,Unknown
1081.0,Asha,Unknown,Groceries,Apples,3.0,499.0,10.0,2025-02-15,Unknown,North,919988776655
1082.0,Ali,Male,Furniture,Desk,3.0,999.0,10.0,2024-02-27,Retail,North,9876543119
1083.0,Emily,Female,Groceries,Rice,4.0,499.0,0.0,2024-09-18,Retail,East,9876543119
1084.0,Maria,Female,Electronics,Laptop,2.0,499.0,5.0,2024-03-28,Wholesale,East,Unknown
1085.0,John,Male,Clothing,Shirt,4.0,999.0,10.0,2024-10-29,Retail,East,Unknown
1086.0,Chen,Female,Clothing,Shirt,3.0,1500.0,5.0,2025-01-28,Wholesale,East,Unknown
1087.0,Ali,Male,Electronics,Mobile,3.0,199.0,10.0,2024-12-10,Retail,Unknown,919988776655
1088.0,Chen,Unknown,Electronics,Tablet,3.0,499.0,10.0,2025-02-22,Wholesale,North,9876543210
1089.0,Asha,Unknown,Electronics,Tablet,1.0,499.0,0.0,2024-12-31,Wholesale,North,919988776655
1090.0,Asha,Male,Furniture,Desk,3.0,1500.0,0.0,2024-12-27,Retail,East,Unknown
1091.0,Maria,Unknown,Groceries,Rice,2.0,999.0,10.0,2024-08-03,Unknown,East,Unknown
1092.0,Ahmed,Female,Groceries,Apples,4.0,499.0,5.0,2024-07-24,Wholesale,North,9876543119
1093.0,Ali,Male,Electronics,Laptop,1.0,199.0,10.0,2024-09-26,Unknown,Unknown,919988776655
1094.0,Chen,Unknown,Electronics,Mobile,3.0,999.0,10.0,2025-02-13,Online,West,Unknown
1095.0,Emily,Male,Clothing,Jeans,2.0,999.0,0.0,2024-07-17,Online,North,9876543210
1096.0,Ali,Female,Electronics,Tablet,1.0,999.0,0.0,2024-03-26,Retail,West,Unknown
1097.0,Asha,Male,Electronics,Mobile,2.0,499.0,10.0,2025-02-26,Online,North,9876543210
1098.0,Ahmed,Male,Electronics,Tablet,3.0,1500.0,5.0,2024-10-24,Wholesale,East,919988776655
1099.0,Sam,Male,Groceries,Rice,1.0,499.0,5.0,2024-11-18,Retail,South,9876543210
1100.0,Asha,Unknown,Groceries,Rice,3.0,1500.0,10.0,2024-11-20,Retail,East,Unknown
1101.0,Sam,Female,Electronics,Mobile,3.0,499.0,5.0,2024-02-06,Retail,North,9876543210
1102.0,Ali,Unknown,Groceries,Apples,1.0,199.0,0.0,2024-01-16,Retail,East,919988776655
1103.0,Chen,Unknown,Groceries,Apples,1.0,499.0,0.0,2024-04-18,Retail,Unknown,Unknown
1104.0,Asha,Male,Clothing,Jacket,1.0,999.0,10.0,2024-07-20,Unknown,North,919988776655
1105.0,Asha,Male,Groceries,Rice,3.0,499.0,10.0,2024-01-28,Unknown,West,Unknown
1106.0,Riya,Male,Clothing,Jeans,3.0,499.0,10.0,2025-03-06,Retail,South,9876543119
1107.0,Wei,Male,Electronics,Mobile,4.0,499.0,10.0,2025-04-10,Unknown,North,Unknown
1108.0,Sam,Male,Electronics,Laptop,3.0,199.0,15.0,2024-12-23,Unknown,Unknown,Unknown
1109.0,Asha,Female,Furniture,Desk,3.0,199.0,0.0,2024-10-15,Wholesale,East,919988776655
1110.0,Asha,Unknown,Clothing,Shirt,1.0,999.0,5.0,2024-07-05,Wholesale,North,9876543119
1111.0,Sam,Male,Groceries,Apples,5.0,499.0,5.0,2024-02-13,Online,West,Unknown
1112.0,Sam,Male,Groceries,Bananas,3.0,499.0,15.0,2024-07-08,Unknown,Unknown,9876543119
1113.0,Ahmed,Female,Clothing,Shirt,1.0,499.0,10.0,2024-12-28,Online,West,Unknown
1114.0,Sam,Male,Groceries,Bananas,2.0,999.0,0.0,2024-02-23,Wholesale,South,Unknown
1115.0,Riya,Female,Groceries,Apples,4.0,499.0,10.0,2025-04-13,Online,Unknown,9876543119
1116.0,Maria,Male,Clothing,Shirt,3.0,499.0,10.0,2024-02-23,Online,South,9876543119
1117.0,Wei,Male,Clothing,Jeans,2.0,999.0,10.0,2025-02-17,Wholesale,West,9876543210
1118.0,Sam,Male,Electronics,Laptop,2.0,1500.0,15.0,2025-04-24,Wholesale,South,Unknown
1119.0,Ali,Female,Clothing,Jacket,3.0,499.0,10.0,2024-09-19,Unknown,Unknown,9876543119
1120.0,Emily,Female,Clothing,Jacket,4.0,499.0,0.0,2024-04-10,Wholesale,Unknown,9876543210
1121.0,Ahmed,Female,Furniture,Chair,5.0,199.0,0.0,2024-12-28,Online,Unknown,9876543119
1122.0,Sam,Female,Groceries,Apples,4.0,199.0,0.0,2025-01-23,Unknown,West,9876543119
1123.0,Ali,Female,Clothing,Shirt,3.0,499.0,15.0,2025-04-26,Wholesale,North,919988776655
1124.0,John,Male,Groceries,Apples,2.0,499.0,0.0,2025-05-15,Online,North,9876543210
1125.0,Ahmed,Male,Electronics,Laptop,2.0,999.0,0.0,2024-08-18,Retail,Unknown,9876543210
1126.0,John,Unknown,Clothing,Jeans,1.0,499.0,15.0,2024-01-16,Retail,North,919988776655
1127.0,Asha,Female,Electronics,Tablet,1.0,199.0,5.0,2024-02-20,Wholesale,South,Unknown
1128.0,Ali,Unknown,Clothing,Shirt,4.0,199.0,10.0,2024-10-02,Retail,West,9876543210
1129.0,John,Female,Groceries,Rice,4.0,499.0,15.0,2024-04-28,Retail,North,Unknown
1130.0,Riya,Female,Clothing,Jacket,5.0,499.0,0.0,2024-10-31,Wholesale,East,Unknown
1131.0,Chen,Male,Groceries,Apples,2.0,199.0,10.0,2024-10-25,Wholesale,West,Unknown
1132.0,John,Female,Electronics,Tablet,3.0,499.0,10.0,2025-05-01,Unknown,West,Unknown
1133.0,John,Male,Clothing,Jeans,4.0,1500.0,10.0,2024-04-18,Online,South,9876543210
1134.0,Emily,Male,Groceries,Bananas,3.0,999.0,15.0,2025-04-18,Online,East,9876543119
1135.0,Ali,Female,Electronics,Laptop,2.0,499.0,10.0,2025-05-09,Online,Unknown,Unknown
1136.0,Sam,Unknown,Electronics,Laptop,3.0,999.0,5.0,2024-09-20,Retail,East,9876543210
1137.0,John,Female,Electronics,Mobile,3.0,1500.0,10.0,2025-03-21,Unknown,Unknown,Unknown
1138.0,Ahmed,Female,Furniture,Desk,3.0,499.0,10.0,2024-10-24,Wholesale,Unknown,Unknown
1139.0,Emily,Unknown,Electronics,Mobile,3.0,999.0,10.0,2024-11-21,Online,West,9876543119
1140.0,Ali,Male,Clothing,Jeans,4.0,499.0,0.0,2025-02-24,Wholesale,North,Unknown
1141.0,Riya,Male,Clothing,Shirt,1.0,499.0,15.0,2024-12-16,Online,South,Unknown
1142.0,Ali,Female,Furniture,Desk,1.0,999.0,10.0,2024-11-16,Wholesale,Unknown,Unknown
1143.0,Ali,Unknown,Electronics,Laptop,3.0,999.0,10.0,2025-05-14,Retail,South,919988776655
1144.0,Maria,Unknown,Groceries,Apples,3.0,199.0,0.0,2025-04-11,Unknown,South,9876543210
1145.0,Maria,Female,Electronics,Laptop,5.0,1500.0,15.0,2024-09-23,Retail,East,Unknown
1146.0,Sam,Male,Groceries,Bananas,3.0,199.0,0.0,2025-01-25,Retail,East,9876543210
1147.0,Ali,Unknown,Clothing,Jacket,5.0,499.0,10.0,2025-01-27,Retail,North,9876543210
1148.0,Asha,Unknown,Furniture,Chair,3.0,199.0,5.0,2024-02-27,Unknown,North,Unknown
1149.0,Ali,Unknown,Groceries,Apples,3.0,499.0,5.0,2025-05-03,Online,South,9876543210
1150.0,Maria,Unknown,Furniture,Sofa,1.0,499.0,15.0,2024-04-09,Retail,East,9876543119
1151.0,Asha,Unknown,Clothing,Shirt,3.0,499.0,10.0,2024-12-08,Online,South,919988776655
1152.0,Sam,Male,Clothing,Jeans,2.0,499.0,10.0,2025-04-29,Online,East,9876543210
1153.0,Wei,Unknown,Groceries,Rice,4.0,1500.0,0.0,2024-05-18,Unknown,North,9876543210
1154.0,Emily,Female,Clothing,Shirt,5.0,499.0,10.0,2024-04-27,Retail,Unknown,919988776655
1155.0,Asha,Unknown,Groceries,Rice,1.0,499.0,10.0,2024-03-05,Online,South,9876543119
1156.0,Ali,Unknown,Clothing,Shirt,4.0,1500.0,15.0,2024-07-16,Wholesale,South,919988776655
1157.0,Emily,Unknown,Clothing,Jacket,1.0,199.0,0.0,2024-09-12,Retail,South,919988776655
1158.0,Maria,Male,Electronics,Tablet,3.0,999.0,10.0,2024-03-30,Unknown,East,Unknown
1159.0,Wei,Female,Clothing,Jeans,1.0,1500.0,15.0,2024-11-29,Retail,South,Unknown
1160.0,Ali,Unknown,Electronics,Mobile,3.0,1500.0,10.0,2024-09-24,Retail,West,919988776655
1161.0,Sam,Male,Groceries,Bananas,3.0,499.0,10.0,2024-10-06,Unknown,West,919988776655
1162.0,Maria,Female,Clothing,Shirt,2.0,499.0,15.0,2024-07-06,Online,East,Unknown
1163.0,Sam,Female,Furniture,Sofa,3.0,499.0,5.0,2024-03-02,Online,South,Unknown
1164.0,Chen,Male,Electronics,Laptop,3.0,199.0,10.0,2024-09-08,Unknown,South,Unknown
1165.0,Chen,Male,Clothing,Jeans,1.0,499.0,5.0,2024-05-30,Wholesale,South,Unknown
1166.0,Asha,Male,Clothing,Jacket,5.0,199.0,10.0,2025-04-07,Wholesale,West,9876543210
1167.0,Chen,Unknown,Groceries,Bananas,2.0,499.0,5.0,2024-05-27,Unknown,Unknown,919988776655
1168.0,Chen,Unknown,Electronics,Laptop,3.0,499.0,10.0,2025-01-05,Unknown,North,Unknown
1169.0,Sam,Female,Groceries,Rice,4.0,999.0,5.0,2025-04-24,Unknown,West,9876543119
1170.0,Emily,Male,Groceries,Bananas,1.0,499.0,15.0,2025-04-21,Online,North,Unknown
1171.0,Ahmed,Male,Electronics,Mobile,2.0,199.0,10.0,2025-01-09,Unknown,East,919988776655
1172.0,Wei,Unknown,Groceries,Rice,4.0,999.0,10.0,2024-08-30,Online,West,9876543210
1173.0,Chen,Female,Clothing,Jacket,2.0,999.0,10.0,2024-03-25,Retail,North,9876543210
1174.0,Riya,Unknown,Electronics,Tablet,3.0,999.0,10.0,2024-12-28,Retail,South,919988776655
1175.0,Ahmed,Female,Groceries,Bananas,5.0,1500.0,10.0,2025-05-06,Retail,East,Unknown
1176.0,Chen,Male,Groceries,Apples,2.0,499.0,0.0,2025-05-01,Wholesale,Unknown,Unknown
1177.0,Maria,Unknown,Electronics,Laptop,2.0,499.0,10.0,2025-01-08,Retail,West,Unknown
1178.0,Ahmed,Male,Clothing,Jeans,5.0,499.0,15.0,2024-01-28,Unknown,South,Unknown
1179.0,Chen,Male,Electronics,Tablet,1.0,499.0,5.0,2024-08-30,Online,East,Unknown
1180.0,John,Male,Furniture,Chair,3.0,1500.0,15.0,2024-06-03,Unknown,South,919988776655
1181.0,Maria,Unknown,Furniture,Chair,4.0,499.0,10.0,2024-06-09,Online,South,Unknown
1182.0,Riya,Male,Furniture,Sofa,3.0,999.0,10.0,2024-03-26,Wholesale,North,919988776655
1183.0,John,Unknown,Furniture,Chair,3.0,499.0,0.0,2024-03-26,Unknown,North,9876543119
1184.0,Maria,Male,Electronics,Laptop,3.0,499.0,5.0,2024-09-27,Unknown,Unknown,9876543119
1185.0,Chen,Male,Groceries,Apples,1.0,199.0,5.0,2024-05-03,Wholesale,West,Unknown
1186.0,Ahmed,Unknown,Electronics,Laptop,4.0,199.0,10.0,2024-07-14,Online,South,Unknown
1187.0,Ahmed,Male,Furniture,Chair,3.0,499.0,0.0,2024-03-28,Unknown,North,Unknown
1188.0,Asha,Male,Groceries,Bananas,5.0,199.0,10.0,2024-07-11,Unknown,South,9876543210
1189.0,Emily,Unknown,Clothing,Shirt,3.0,999.0,0.0,2024-04-20,Retail,Unknown,9876543210
1190.0,Maria,Female,Furniture,Chair,3.0,499.0,10.0,2025-02-13,Retail,Unknown,Unknown
1191.0,Asha,Male,Groceries,Rice,3.0,199.0,15.0,2024-10-21,Retail,North,Unknown
1192.0,Maria,Unknown,Clothing,Jacket,3.0,1500.0,15.0,2024-01-29,Wholesale,East,9876543119
1193.0,Wei,Female,Groceries,Bananas,4.0,999.0,10.0,2024-02-14,Retail,North,9876543210
1194.0,Ali,Female,Groceries,Apples,3.0,1500.0,0.0,2024-07-18,Unknown,East,9876543119
1195.0,Ahmed,Male,Furniture,Chair,5.0,499.0,15.0,2024-12-28,Unknown,East,919988776655
1196.0,Ahmed,Male,Electronics,Mobile,4.0,499.0,15.0,2024-12-15,Unknown,West,9876543119
1197.0,Chen,Unknown,Clothing,Jacket,3.0,499.0,10.0,2024-09-03,Wholesale,East,9876543210
1198.0,John,Unknown,Electronics,Tablet,3.0,199.0,0.0,2024-10-16,Retail,East,9876543119
1199.0,John,Male,Groceries,Bananas,3.0,499.0,5.0,2024-11-20,Retail,East,Unknown
1200.0,Emily,Unknown,Electronics,Tablet,1.0,499.0,5.0,2024-05-15,Unknown,East,Unknown
1201.0,Emily,Unknown,Groceries,Bananas,4.0,499.0,10.0,2024-01-11,Retail,West,9876543210
1202.0,Asha,Male,Electronics,Tablet,3.0,499.0,15.0,2024-11-28,Unknown,South,9876543119
1203.0,Emily,Female,Groceries,Apples,1.0,199.0,10.0,2024-01-15,Wholesale,West,Unknown
1204.0,Sam,Female,Electronics,Tablet,5.0,499.0,0.0,2024-09-11,Unknown,West,919988776655
1205.0,John,Male,Groceries,Bananas,3.0,1500.0,10.0,2024-10-10,Retail,West,9876543210
1206.0,Emily,Female,Furniture,Sofa,5.0,199.0,0.0,2024-02-20,Unknown,North,Unknown
1207.0,Chen,Unknown,Groceries,Apples,3.0,499.0,10.0,2024-08-11,Retail,South,9876543119
1208.0,John,Male,Clothing,Jacket,5.0,499.0,10.0,2024-08-14,Unknown,West,9876543210
1209.0,Ali,Female,Clothing,Jeans,5.0,499.0,10.0,2024-05-02,Wholesale,North,9876543210
1210.0,Chen,Male,Electronics,Laptop,3.0,199.0,10.0,2024-06-05,Unknown,West,9876543210
1211.0,Maria,Male,Electronics,Mobile,1.0,499.0,0.0,2025-04-02,Retail,West,Unknown
1212.0,John,Male,Furniture,Chair,4.0,499.0,10.0,2025-01-19,Retail,Unknown,Unknown
1213.0,Maria,Female,Groceries,Bananas,3.0,999.0,15.0,2024-11-30,Retail,North,919988776655
1214.0,Emily,Unknown,Furniture,Sofa,3.0,499.0,5.0,2024-01-07,Retail,Unknown,Unknown
1215.0,Emily,Male,Clothing,Jacket,3.0,199.0,10.0,2025-04-05,Retail,Unknown,9876543119
1216.0,Emily,Male,Clothing,Jeans,3.0,499.0,15.0,2024-01-04,Wholesale,West,9876543119
1217.0,John,Male,Clothing,Jacket,3.0,499.0,10.0,2024-03-26,Wholesale,West,Unknown
1218.0,Riya,Unknown,Groceries,Bananas,5.0,499.0,0.0,2024-04-12,Online,East,9876543119
1219.0,Asha,Female,Clothing,Jeans,3.0,1500.0,15.0,2025-01-17,Wholesale,East,919988776655
1220.0,Emily,Female,Groceries,Apples,3.0,499.0,5.0,2025-01-18,Retail,South,9876543119
1221.0,Emily,Female,Furniture,Desk,3.0,999.0,0.0,2024-12-14,Online,East,Unknown
1222.0,Ahmed,Unknown,Groceries,Rice,3.0,499.0,0.0,2024-04-02,Unknown,West,919988776655
1223.0,Ahmed,Unknown,Electronics,Mobile,2.0,499.0,10.0,2024-02-27,Wholesale,North,9876543119
1224.0,John,Unknown,Furniture,Chair,5.0,499.0,0.0,2024-05-28,Online,Unknown,9876543210
1225.0,Riya,Female,Clothing,Jeans,1.0,499.0,10.0,2024-03-17,Unknown,West,Unknown
1226.0,Wei,Female,Electronics,Tablet,3.0,499.0,10.0,2025-01-10,Wholesale,South,Unknown
1227.0,Ahmed,Male,Groceries,Apples,3.0,1500.0,10.0,2025-05-10,Unknown,Unknown,Unknown
1228.0,Riya,Female,Groceries,Bananas,1.0,1500.0,10.0,2024-08-10,Unknown,South,Unknown
1229.0,Chen,Male,Groceries,Rice,3.0,499.0,10.0,2025-02-21,Retail,South,Unknown
1230.0,Sam,Female,Electronics,Laptop,3.0,1500.0,15.0,2024-07-31,Online,South,919988776655
1231.0,Emily,Unknown,Electronics,Laptop,3.0,999.0,5.0,2024-09-14,Unknown,East,Unknown
1232.0,Sam,Male,Electronics,Mobile,2.0,499.0,0.0,2024-01-09,Wholesale,North,Unknown
1233.0,John,Male,Groceries,Bananas,5.0,1500.0,15.0,2024-03-09,Wholesale,Unknown,9876543210
1234.0,Asha,Male,Groceries,Bananas,3.0,999.0,10.0,2024-07-17,Retail,West,9876543210
1235.0,John,Male,Clothing,Jeans,2.0,499.0,10.0,2024-06-18,Online,West,9876543119
1236.0,Maria,Unknown,Groceries,Rice,2.0,1500.0,15.0,2024-09-24,Wholesale,South,919988776655
1237.0,Ali,Female,Electronics,Tablet,3.0,499.0,5.0,2024-01-31,Retail,East,9876543119
1238.0,Chen,Male,Groceries,Rice,3.0,199.0,10.0,2025-02-22,Retail,West,9876543119
1239.0,Maria,Male,Groceries,Apples,4.0,499.0,15.0,2024-06-19,Online,North,Unknown
1240.0,Wei,Unknown,Furniture,Chair,1.0,1500.0,10.0,2024-05-05,Online,Unknown,Unknown
1241.0,Sam,Unknown,Electronics,Tablet,5.0,999.0,0.0,2025-01-12,Retail,North,919988776655
1242.0,Ahmed,Female,Furniture,Chair,5.0,999.0,15.0,2024-03-05,Wholesale,West,Unknown
1243.0,Sam,Male,Electronics,Laptop,3.0,499.0,10.0,2025-02-25,Wholesale,Unknown,9876543210
1244.0,Ali,Female,Electronics,Laptop,3.0,499.0,10.0,2025-02-10,Unknown,Unknown,919988776655
1245.0,Chen,Unknown,Groceries,Apples,4.0,1500.0,10.0,2024-05-21,Unknown,East,Unknown
1246.0,John,Female,Clothing,Jacket,3.0,499.0,0.0,2024-08-24,Retail,North,Unknown
1247.0,John,Female,Clothing,Jacket,1.0,199.0,0.0,2025-04-27,Wholesale,Unknown,919988776655
1248.0,John,Male,Electronics,Laptop,5.0,199.0,15.0,2024-06-12,Online,South,919988776655
1249.0,Asha,Unknown,Groceries,Rice,5.0,199.0,10.0,2024-11-24,Retail,South,Unknown
1250.0,John,Female,Furniture,Desk,3.0,499.0,15.0,2025-04-01,Online,North,9876543210
1251.0,Riya,Male,Electronics,Laptop,2.0,999.0,10.0,2025-02-15,Wholesale,Unknown,Unknown
1252.0,Asha,Male,Groceries,Bananas,3.0,999.0,10.0,2025-05-04,Wholesale,North,9876543119
1253.0,Emily,Unknown,Groceries,Bananas,3.0,499.0,0.0,2024-05-17,Retail,West,9876543210
1254.0,Riya,Unknown,Clothing,Jeans,3.0,1500.0,10.0,2024-01-01,Wholesale,South,Unknown
1255.0,John,Male,Furniture,Desk,3.0,999.0,10.0,2024-02-18,Wholesale,South,919988776655
1256.0,Wei,Unknown,Furniture,Desk,2.0,1500.0,5.0,2025-03-09,Online,Unknown,919988776655
1257.0,Emily,Male,Groceries,Rice,5.0,199.0,10.0,2024-08-15,Unknown,Unknown,9876543119
1258.0,Ahmed,Male,Clothing,Shirt,3.0,999.0,15.0,2024-03-23,Online,North,Unknown
